,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,https://www.ncbi.nlm.nih.gov/gene/?term=,,,"Enter below the search word(s) contained in column E, gene description--current count for T cells is 9",,,,,,,,,,,,,,X11249_average counts,X11250_average counts,X11251_average counts,X11253_average counts,X11257_average counts,X11258_average counts,X11247_average counts,X11248_average counts,X11252_average counts,X11254_average counts,X11255_average counts,X11256_average counts,,,,,,0.05,2,-2
Fancd2,Fancd2,211651,"2410150O07Rik, AU015151, BB137857, FA-D2, FA4, FACD, FAD, FANCD","Fanconi anemia, complementation group D2",,6_113531661_113597018,44, 1.06 ,1,1.06,17.86329968,0.122767651,0.390655971,0.31426027,0.7533,0.99974,1,1.09, 23.5 , 7.6 , 9.2 , 23.4 , 16.3 , 30.5 , 21.5 , 10.3 , 20.3 , 9.3 , 19.8 , 22.7 ,,,,,,,,
100043387,100043387,0,#N/A,#N/A,,#N/A,#N/A, 0.76 ,1,-1.32,1.817337958,-0.346791683,1.104083569,-0.314099125,0.7534,0.99974,1,-1.27, 5.2 , -   , -   , 1.2 , 1.2 , 1.8 , 0.7 , 4.9 , -   , -   , 5.3 , 1.5 ,,,,,,,,
Magoh,Magoh,17149,"Mago-m, Mos2","mago homolog, exon junction complex core component",,4_107879755_107887424,5, 1.05 ,1,1.05,154.5912898,0.069068779,0.22004596,0.313883424,0.7536,0.99974,1,1.05, 179.1 , 212.1 , 117.0 , 149.2 , 128.0 , 165.1 , 106.0 , 155.9 , 123.1 , 152.4 , 163.3 , 203.9 ,,,,,,,,
Dgkg,Dgkg,110197,"2900055E17Rik, 90kDa, AI854428, Dagk3, E430001K23Rik, mKIAA4131","diacylglycerol kinase, gamma",,16_22466568_22657300,27, 0.81 ,1,-1.23,1.999219278,-0.321080455,1.02307186,-0.313839592,0.7536,0.99974,1,-1.25, 1.7 , 2.5 , 2.3 , 1.8 , 2.3 , -   , 4.0 , 3.0 , 6.2 , -   , -   , -   ,,,,,,,,
Wdr55,Wdr55,67936,"2410080P20Rik, C80692",WD repeat domain 55,,18_36759739_36763708,7, 0.94 ,1,-1.07,49.22800292,-0.10025556,0.31959044,-0.313700121,0.7537,0.99974,1,-1.07, 53.0 , 75.8 , 34.4 , 50.6 , 59.3 , 12.6 , 47.7 , 54.6 , 45.2 , 75.7 , 35.1 , 46.8 ,,,,,,,,
8430429K09Rik,8430429K09Rik,71523,0,RIKEN cDNA 8430429K09 gene,,11_3452437_3479831,5, 1.87 ,2,1.87,0.518754238,0.616201929,1.964687129,0.313638706,0.7538,0.99974,2,1.53, -   , -   , 3.4 , 0.6 , -   , -   , 1.6 , 0.6 , -   , -   , -   , -   ,,,,,,,,
Oas1g,Oas1g,23960,"AI449562, L2, Mmu-L, Mmu-L2, Oas1b, Oias-1, Oias1",2'-5' oligoadenylate synthetase 1G,,5_120876142_120887613,7, 0.91 ,1,-1.10,77.48830478,-0.120222495,0.383332293,-0.313624751,0.7538,0.99974,1,-1.09, 135.7 , 90.9 , 43.6 , 100.5 , 37.2 , 35.9 , 36.9 , 71.0 , 49.9 , 162.7 , 91.6 , 74.0 ,,,,,,,,
Syt14,Syt14,329324,"B230320I09Rik, sytXIV",synaptotagmin XIV,,1_192885674_193035862,16, 1.06 ,1,1.06,102.0432452,0.091425078,0.291565422,0.313566258,0.7539,0.99974,1,1.07, 132.2 , 151.5 , 57.4 , 107.3 , 69.8 , 113.1 , 44.7 , 107.4 , 96.6 , 122.3 , 96.9 , 125.3 ,,,,,,,,
Snord35b,Snord35b,27212,"Rnu35b, U35","small nucleolar RNA, C/D box 35B",,7_45123025_45123111,1, 1.61 ,2,1.61,0.582863167,0.550457089,1.756126707,0.313449529,0.7539,0.99974,1,1.46, 0.9 , -   , 3.4 , -   , -   , -   , 1.0 , 0.6 , -   , 1.0 , -   , -   ,,,,,,,,
Cpox,Cpox,12892,"CPX, Cpo, HCP, cac, nct",coproporphyrinogen oxidase,,16_58670208_58680391,7, 0.92 ,1,-1.09,29.23724625,-0.128993612,0.411714186,-0.31330864,0.7540,0.99974,1,-1.09, 10.4 , 48.0 , 29.8 , 25.3 , 15.1 , 39.5 , 22.2 , 20.6 , 67.0 , 14.5 , 22.1 , 36.2 ,,,,,,,,
Furin,Furin,18550,"9130404I01Rik, Fur, PACE, Pcsk3, SPC1",furin (paired basic amino acid cleaving enzyme),,7_80389194_80405441,20, 0.51 ,2,-1.96,0.501269424,-0.569776853,1.819264567,-0.31319076,0.7541,0.99974,1,-1.48, 0.9 , -   , -   , -   , 1.2 , -   , 1.4 , -   , 1.6 , 1.0 , -   , -   ,,,,,,,,
Tut1,Tut1,70044,"2700038E08Rik, PAPD2, Rbm21, TUTase6, U6-TUTase, star-PAP","terminal uridylyl transferase 1, U6 snRNA-specific",,19_8953850_8966210,9, 0.91 ,1,-1.10,6.910665837,-0.179032475,0.571663621,-0.31317801,0.7541,0.99974,1,-1.13, 5.2 , 2.5 , 8.0 , 2.5 , 10.5 , 10.8 , 13.0 , 4.2 , 12.5 , 3.1 , 4.6 , 6.0 ,,,,,,,,
Klf2,Klf2,16598,Lklf,Kruppel-like factor 2 (lung),,8_72319062_72321654,3, 1.10 ,1,1.10,30.03238635,0.098473486,0.314516553,0.313094765,0.7542,0.99974,1,1.07, 33.9 , 27.8 , 32.1 , 28.4 , 29.1 , 37.7 , 34.9 , 40.0 , 20.3 , 12.4 , 39.7 , 24.2 ,,,,,,,,
Fam60a,Fam60a,56306,"Ppcs1, Pptcs1, Tera","family with sequence similarity 60, member A",,6_148921057_148946432,8, 1.14 ,1,1.14,2.183931002,0.301953367,0.964482968,0.313072783,0.7542,0.99974,1,1.23, 8.7 , -   , 2.3 , 0.6 , 2.3 , -   , 2.4 , 1.8 , 3.1 , 4.1 , 0.8 , -   ,,,,,,,,
Ppfibp1,Ppfibp1,67533,"4632409B19Rik, AW214454, AW261454","PTPRF interacting protein, binding protein 1 (liprin beta 1)",,6_146888080_147032025,34, 1.47 ,1,1.47,0.917046497,0.504900645,1.612977827,0.313023922,0.7543,0.99974,1,1.42, -   , -   , -   , -   , 1.2 , 5.4 , 1.4 , -   , 1.6 , -   , -   , 1.5 ,,,,,,,,
Fam118b,Fam118b,109229,"2310022O21Rik, 2700018L24Rik, C030004A17Rik, Ppp4r1l","family with sequence similarity 118, member B",,9_35216965_35267812,11, 1.21 ,1,1.21,5.765309149,0.187597336,0.59947205,0.312937586,0.7543,0.99974,1,1.14, 6.1 , 5.1 , 8.0 , 9.2 , 5.8 , 3.6 , 10.1 , 10.3 , 3.1 , 1.0 , 3.8 , 3.0 ,,,,,,,,
Enpp5,Enpp5,83965,"AW061004, D17Abb1e, E-NPP 5",ectonucleotide pyrophosphatase/phosphodiesterase 5,,17_44078846_44086567,4, 0.85 ,1,-1.17,6.276339749,-0.183545345,0.586887437,-0.312743695,0.7545,0.99974,1,-1.14, 4.3 , 5.1 , 12.6 , 6.2 , 4.7 , 1.8 , 8.2 , 7.3 , 15.6 , 2.1 , 4.6 , 3.0 ,,,,,,,,
2310037I24Rik,2310037I24Rik,0,#N/A,#N/A,,#N/A,#N/A, 0.92 ,1,-1.09,10.03338209,-0.155088546,0.496050932,-0.312646417,0.7545,0.99974,1,-1.11, 17.4 , 7.6 , 6.9 , 7.4 , 9.3 , 9.0 , 21.2 , 7.9 , 14.0 , 3.1 , 7.6 , 9.1 ,,,,,,,,
Cyp4v3,Cyp4v3,102294,"AU043077, AW111961, Cyp4v2","cytochrome P450, family 4, subfamily v, polypeptide 3",,8_45305802_45333196,11, 1.15 ,1,1.15,8.555361255,0.182782773,0.585037934,0.312428926,0.7547,0.99974,1,1.14, 4.3 , 10.1 , 3.4 , 14.8 , 18.6 , 3.6 , 12.5 , 3.6 , 3.1 , 18.7 , 5.3 , 4.5 ,,,,,,,,
Zfp938,Zfp938,237411,B230315N10Rik,zinc finger protein 938,,10_82224566_82241275,4, 0.85 ,1,-1.18,2.256110725,-0.314935133,1.00826426,-0.31235376,0.7548,0.99974,1,-1.24, -   , 2.5 , 6.9 , 1.8 , 1.2 , -   , 1.4 , 6.1 , -   , 4.1 , 3.1 , -   ,,,,,,,,
Snora68,Snora68,104370,"MBI-30, Rnu68","small nucleolar RNA, H/ACA box 68",,8_70895759_70895856,1, 1.17 ,1,1.17,4.299172658,0.236671804,0.758373593,0.312078119,0.7550,0.99974,1,1.18, 8.7 , 2.5 , 4.6 , 1.8 , 1.2 , 9.0 , 3.1 , 0.6 , 1.6 , 1.0 , 9.9 , 7.6 ,,,,,,,,
A630066F11Rik,A630066F11Rik,320642,0,RIKEN cDNA A630066F11 gene,,10_7663371_7664623,1, 1.24 ,1,1.24,1.499379336,0.377759972,1.210592671,0.312045481,0.7550,0.99974,1,1.30, -   , -   , 6.9 , 3.1 , -   , -   , 2.6 , 0.6 , -   , 1.0 , 0.8 , 3.0 ,,,,,,,,
BC029722,BC029722,613262,0,cDNA sequence BC029722,,2_155817730_155819203,2, 0.93 ,1,-1.08,3.817531477,-0.216212997,0.693004033,-0.311993851,0.7550,0.99974,1,-1.16, 1.7 , 5.1 , 5.7 , 2.5 , 3.5 , 3.6 , 5.7 , 1.8 , 1.6 , 9.3 , 2.3 , 3.0 ,,,,,,,,
Ptpn7,Ptpn7,320139,"BPTP-4, C920001D21Rik, HEPTP, LC-PTP, LPTP","protein tyrosine phosphatase, non-receptor type 7",,1_135131837_135145328,12, 1.24 ,1,1.24,3.164976745,0.282650006,0.906023769,0.31196754,0.7551,0.99974,1,1.22, -   , -   , 11.5 , 2.5 , 3.5 , 3.6 , 5.9 , 3.0 , 6.2 , 1.0 , 0.8 , -   ,,,,,,,,
Tnip1,Tnip1,57783,"ABIN, ABIN-1, ABIN1, AU018810, Naf1, Nef, VAN",TNFAIP3 interacting protein 1,,11_54910787_54962940,21, 0.83 ,1,-1.21,5.696418132,-0.194192784,0.622871582,-0.311770178,0.7552,0.99974,1,-1.14, 13.0 , -   , 2.3 , 4.9 , 3.5 , 7.2 , 5.2 , 7.3 , 3.1 , 2.1 , 10.7 , 9.1 ,,,,,,,,
Blnk,Blnk,17060,"BASH, Bca, Ly-57, Ly57, Lyw-57, SLP-65",B cell linker,,19_40928927_40994535,17, 0.86 ,1,-1.16,4.563014358,-0.217735737,0.698877218,-0.311550772,0.7554,0.99974,1,-1.16, 7.0 , 5.1 , 8.0 , -   , 3.5 , 1.8 , 6.1 , 1.8 , 6.2 , 6.2 , 3.1 , 6.0 ,,,,,,,,
Luc7l3,Luc7l3,67684,"3300001P08Rik, Luc7a",LUC7-like 3 (S. cerevisiae),,11_94291137_94321985,13, 1.24 ,1,1.24,11.01642458,0.305066899,0.979336297,0.311503719,0.7554,0.99974,1,1.24, 7.0 , 22.7 , 22.9 , 1.2 , 14.0 , 5.4 , 14.4 , 7.3 , 34.3 , -   , 1.5 , 1.5 ,,,,,,,,
Gpr174,Gpr174,213439,"Gm376, Lypsr3",G protein-coupled receptor 174,,X_107255878_107296771,6, 1.15 ,1,1.15,9.360946108,0.192733829,0.618855754,0.311435787,0.7555,0.99974,1,1.14, 1.7 , 12.6 , 17.2 , 8.0 , 15.1 , 5.4 , 14.2 , 6.1 , 17.1 , 7.3 , -   , 7.6 ,,,,,,,,
Gm6904,Gm6904,628693,EG628693,predicted gene 6904,,14_59244441_59260216,6, 1.89 ,2,1.89,0.888603879,0.418184801,1.343120628,0.311353122,0.7555,0.99974,1,1.34, 0.9 , 2.5 , -   , 0.6 , 1.2 , 1.8 , 1.6 , 0.6 , -   , -   , 1.5 , -   ,,,,,,,,
Acad11,Acad11,102632,"5730439E10Rik, AI987948","acyl-Coenzyme A dehydrogenase family, member 11",,9_104063703_104127646,20, 0.72 ,1,-1.39,2.409785434,-0.327260497,1.051168121,-0.31133031,0.7555,0.99974,1,-1.25, 2.6 , -   , 3.4 , 3.7 , 2.3 , -   , 5.2 , -   , 9.4 , -   , 2.3 , -   ,,,,,,,,
Myct1,Myct1,68632,"1110020B04Rik, AI225941, AI642973, Mtmc1",myc target 1,,10_5593728_5606789,2, 0.84 ,1,-1.19,6.86496681,-0.173430166,0.557512217,-0.311078682,0.7557,0.99974,1,-1.13, 2.6 , 2.5 , 11.5 , 8.6 , 3.5 , 9.0 , 5.4 , 6.7 , 7.8 , 2.1 , 10.7 , 12.1 ,,,,,,,,
Alox5,Alox5,11689,"5-LO, 5-LOX, 5LO, 5LX, AI850497, F730011J02",arachidonate 5-lipoxygenase,,6_116410071_116461178,14, 0.83 ,1,-1.20,6.950844908,-0.215925615,0.694121321,-0.311077629,0.7557,0.99974,1,-1.16, 13.9 , 7.6 , 5.7 , 1.8 , 7.0 , 1.8 , 7.6 , 7.9 , 24.9 , 2.1 , 1.5 , 1.5 ,,,,,,,,
Adpgk,Adpgk,72141,"2610017G09Rik, Adp-gk, C77577",ADP-dependent glucokinase,,9_59291545_59316200,7, 0.90 ,1,-1.11,7.517842783,-0.183635517,0.590378556,-0.311047066,0.7558,0.99974,1,-1.14, 7.0 , 5.1 , 18.4 , 2.5 , 8.1 , 1.8 , 8.5 , 15.8 , 6.2 , 9.3 , 6.1 , 1.5 ,,,,,,,,
Ptpn11,Ptpn11,19247,"2700084A17Rik, AW536184, PTP1D, PTP2C, SAP-2, SH-PTP2, SH-PTP3, SHP-2, Shp2, Syp","protein tyrosine phosphatase, non-receptor type 11",,5_121130533_121191397,16, 1.08 ,1,1.08,113.9111647,0.107978485,0.347459274,0.310765874,0.7560,0.99974,1,1.08, 73.9 , 123.7 , 240.9 , 61.7 , 98.9 , 111.3 , 162.0 , 83.1 , 185.4 , 98.5 , 68.7 , 58.9 ,,,,,,,,
Rnase4,Rnase4,58809,"C730049F20Rik, Rab1","ribonuclease, RNase A family 4",,14_51091077_51106151,3, 0.85 ,1,-1.17,3.21952352,-0.240235008,0.773605092,-0.31053959,0.7562,0.99974,1,-1.18, 1.7 , 2.5 , 2.3 , 3.1 , 8.1 , -   , 6.6 , 2.4 , 6.2 , 1.0 , 3.1 , 1.5 ,,,,,,,,
Mrps26,Mrps26,99045,"AI648866, GI008, MRP-S13, MRP-S26, Rpms13",mitochondrial ribosomal protein S26,,2_130563757_130565394,4, 0.94 ,1,-1.06,7.490790389,-0.157458373,0.507192498,-0.31045091,0.7562,0.99974,1,-1.12, 7.8 , 5.1 , 11.5 , 7.4 , 4.7 , 7.2 , 12.5 , 10.9 , 6.2 , 8.3 , 6.9 , 1.5 ,,,,,,,,
Tmem161a,Tmem161a,234371,"AI428876, BB161850, BC021367",transmembrane protein 161A,,8_70172329_70183681,11, 1.07 ,1,1.07,78.34505453,0.09312854,0.300069724,0.310356336,0.7563,0.99974,1,1.07, 73.9 , 121.2 , 47.0 , 94.3 , 60.5 , 89.8 , 37.6 , 74.0 , 63.9 , 109.9 , 107.6 , 60.4 ,,,,,,,,
Avl9,Avl9,78937,"5830411G16Rik, D730049P16Rik, mKIAA0241",AVL9 cell migration associated,,6_56714905_56761912,16, 0.90 ,1,-1.12,7.842739869,-0.159048266,0.512621975,-0.310264236,0.7564,0.99974,1,-1.12, 5.2 , 7.6 , 10.3 , 3.7 , 10.5 , 7.2 , 8.5 , 7.3 , 4.7 , 7.3 , 3.8 , 18.1 ,,,,,,,,
Fcgr4,Fcgr4,246256,"4833442P21Rik, CD16-2, FcgRIV, FcgammaRIV, Fcgr3a, Fcrl3","Fc receptor, IgG, low affinity IV",,1_171018926_171029761,5, 1.05 ,1,1.05,701.8822903,0.075059955,0.241967375,0.310206924,0.7564,0.99974,1,1.05, 463.5 , 573.2 , 993.3 , 869.3 , 859.8 , 558.3 , 585.4 , 945.4 , 855.5 , 648.9 , 440.2 , 629.7 ,,,,,,,,
Hist1h2bg,Hist1h2bg,319181,0,"histone cluster 1, H2bg",,13_23571400_23571863,1, 1.10 ,1,1.10,7.132470332,0.183572103,0.591875149,0.310153422,0.7564,0.99974,1,1.14, 7.0 , 15.2 , 6.9 , 1.8 , 10.5 , 3.6 , 3.1 , 3.0 , 10.9 , 6.2 , 3.8 , 13.6 ,,,,,,,,
Zbtb7b,Zbtb7b,22724,"Thpok, Zfp67, c-Krox",zinc finger and BTB domain containing 7B,,3_89377644_89394815,8, 1.12 ,1,1.12,7.882435977,0.181719106,0.586124538,0.310034974,0.7565,0.99974,1,1.13, 11.3 , -   , 11.5 , 6.8 , 15.1 , 5.4 , 13.5 , 8.5 , 12.5 , 6.2 , 3.8 , -   ,,,,,,,,
Mbp,Mbp,17196,"C76307, Hmbpr, R75289, golli-mbp, jve, mld, shi",myelin basic protein,,18_82475123_82585637,10, 1.10 ,1,1.10,29.35586285,0.100144545,0.323020325,0.310025522,0.7565,0.99974,1,1.07, 33.0 , 32.8 , 41.3 , 28.4 , 29.1 , 19.7 , 45.6 , 23.1 , 31.2 , 30.1 , 25.9 , 12.1 ,,,,,,,,
Paip2b,Paip2b,232164,0,poly(A) binding protein interacting protein 2B,,6_83806058_83831741,6, 0.89 ,1,-1.12,19.58782298,-0.105337386,0.339859336,-0.30994407,0.7566,0.99974,1,-1.08, 18.3 , 17.7 , 10.3 , 23.4 , 19.8 , 21.5 , 15.3 , 15.8 , 21.8 , 28.0 , 16.0 , 27.2 ,,,,,,,,
Gm885,Gm885,0,#N/A,#N/A,,#N/A,#N/A, 0.92 ,1,-1.09,49.63046463,-0.092264753,0.297682242,-0.309943758,0.7566,0.99974,1,-1.07, 33.0 , 40.4 , 27.5 , 67.2 , 79.1 , 37.7 , 49.6 , 43.7 , 63.9 , 40.4 , 45.0 , 68.0 ,,,,,,,,
Tcp1,Tcp1,21454,"AI528772, CCT, Cct1, Ccta, TRic, Tcp-1, Tp63, c-cpn, p63",t-complex protein 1,,17_12916329_12925067,12, 1.05 ,1,1.05,211.7206049,0.074823393,0.241422549,0.309927111,0.7566,0.99974,1,1.05, 202.6 , 169.2 , 312.0 , 181.3 , 250.2 , 188.5 , 279.2 , 242.1 , 260.2 , 173.1 , 138.9 , 143.5 ,,,,,,,,
Rhog,Rhog,56212,"2810426G09Rik, Arhg, Sid10750",ras homolog family member G,,7_102239123_102250118,2, 1.31 ,1,1.31,4.497171313,0.236788509,0.764029009,0.309920836,0.7566,0.99974,1,1.18, 1.7 , 2.5 , 10.3 , 3.1 , 9.3 , 3.6 , 10.2 , 2.4 , -   , 3.1 , 7.6 , -   ,,,,,,,,
Map1lc3a,Map1lc3a,66734,"1010001H21Rik, 4922501H04Rik, LC3, LC3a",microtubule-associated protein 1 light chain 3 alpha,,2_155276364_155278073,4, 0.92 ,1,-1.08,19.91543968,-0.108822337,0.351349906,-0.309726386,0.7568,0.99974,1,-1.08, 20.0 , 15.2 , 13.8 , 15.4 , 19.8 , 30.5 , 15.6 , 14.0 , 12.5 , 26.9 , 25.2 , 30.2 ,,,,,,,,
Atl2,Atl2,56298,"2010110I21Rik, AA407293, AV334690, Aip-2, Arl6ip2",atlastin GTPase 2,,17_79848352_79896123,15, 0.93 ,1,-1.08,16.46500593,-0.148995131,0.481106507,-0.309692612,0.7568,0.99974,1,-1.11, 3.5 , 27.8 , 14.9 , 21.6 , 9.3 , 18.0 , 21.8 , 20.0 , 34.3 , 5.2 , 9.2 , 12.1 ,,,,,,,,
Ppp1r12b,Ppp1r12b,329251,"1810037O03Rik, 9530009M10Rik, AI132431, Mypt2","protein phosphatase 1, regulatory (inhibitor) subunit 12B",,1_134754658_134955965,29, 0.80 ,1,-1.25,1.299687277,-0.362558642,1.170738372,-0.309683743,0.7568,0.99974,1,-1.29, 0.9 , 2.5 , 2.3 , 1.2 , -   , -   , 1.6 , 1.8 , -   , -   , 0.8 , 4.5 ,,,,,,,,
Fkbp15,Fkbp15,338355,"BB131447, C430014M02Rik, FKBO133, FKBP-133, FKBP-15, FKBP133, mKIAA0674",FK506 binding protein 15,,4_62300342_62360590,28, 0.85 ,1,-1.18,4.145602435,-0.199013094,0.642857492,-0.309575756,0.7569,0.99974,1,-1.15, 7.8 , 2.5 , 2.3 , 3.1 , 3.5 , 3.6 , 5.7 , 2.4 , 7.8 , 4.1 , 5.3 , 1.5 ,,,,,,,,
Plekha2,Plekha2,83436,"6430512N22Rik, AI851530, AU041791, TAPP2, W91773","pleckstrin homology domain-containing, family A (phosphoinositide binding specific) member 2",,8_25039144_25104929,15, 1.12 ,1,1.12,31.96593323,0.121625968,0.393386716,0.309176601,0.7572,0.99974,1,1.09, 16.5 , 63.1 , 35.6 , 17.9 , 50.0 , 19.7 , 35.2 , 21.2 , 46.8 , 19.7 , 44.3 , 13.6 ,,,,,,,,
Loxl2,Loxl2,94352,"1110004B06Rik, 4930526G11Rik, 9430067E15Rik",lysyl oxidase-like 2,,14_69608692_69695834,16, 1.85 ,2,1.85,0.815232438,0.450269901,1.456584739,0.309127158,0.7572,0.99974,1,1.37, 0.9 , 2.5 , -   , -   , 1.2 , 1.8 , 0.9 , -   , -   , 1.0 , 1.5 , -   ,,,,,,,,
Khdc1b,Khdc1b,98582,"AU014713, AU015226, AU024076, AY238603, C85331, C86372, C88118, Khdc1, Khdc1c",KH domain containing 1B,,1_21383556_21386384,3, 1.34 ,1,1.34,0.666813047,0.570392887,1.84557647,0.309059471,0.7573,0.99974,1,1.48, -   , -   , 4.6 , -   , -   , -   , 0.9 , -   , -   , 1.0 , -   , 1.5 ,,,,,,,,
Peli1,Peli1,67245,"2810468L03Rik, A930031K15Rik, AA409794, AI586297, D11Ertd676e",pellino 1,,11_21091324_21150327,7, 1.13 ,1,1.13,5.037408791,0.212289408,0.686915354,0.309047406,0.7573,0.99974,1,1.16, 7.0 , -   , 6.9 , 3.7 , 12.8 , 1.8 , 8.7 , 5.5 , 9.4 , 1.0 , 2.3 , 1.5 ,,,,,,,,
Pnkd,Pnkd,56695,"2210013N15Rik, 2810403H05Rik, AI854243, Brp17, MNCb-5687, MR-1, Tahccp2",paroxysmal nonkinesiogenic dyskinesia,,1_74284599_74353692,13, 1.03 ,1,1.03,11.49803808,0.130525571,0.422640738,0.308833387,0.7574,0.99974,1,1.09, 13.9 , 5.1 , 12.6 , 18.5 , 9.3 , 10.8 , 7.6 , 10.3 , 7.8 , 12.4 , 19.1 , 10.6 ,,,,,,,,
Hist1h2ae,Hist1h2ae,319166,1190022L06,"histone cluster 1, H2ae",,13_23570663_23571220,1, 0.92 ,1,-1.09,51.03732077,-0.120266006,0.389661216,-0.308642485,0.7576,0.99974,1,-1.09, 61.7 , 73.2 , 20.6 , 58.0 , 36.1 , 43.1 , 13.7 , 48.5 , 32.7 , 82.9 , 61.8 , 80.0 ,,,,,,,,
Kntc1,Kntc1,208628,"D330012D13, jgl",kinetochore associated 1,,5_123749690_123821593,66, 0.76 ,1,-1.32,1.977601965,-0.314318621,1.019790703,-0.308218756,0.7579,0.99974,1,-1.24, 0.9 , -   , 1.1 , 0.6 , 5.8 , 1.8 , 2.1 , 0.6 , 1.6 , 6.2 , -   , 3.0 ,,,,,,,,
Ces2e,Ces2e,234673,"9030624L02Rik, Ces5",carboxylesterase 2E,,8_104926260_104934672,12, 0.88 ,1,-1.14,3.761789255,-0.26805858,0.869716263,-0.30821383,0.7579,0.99974,1,-1.20, 0.9 , 12.6 , 3.4 , 1.2 , 1.2 , 1.8 , 0.3 , 2.4 , 6.2 , 5.2 , 0.8 , 9.1 ,,,,,,,,
A530072M11Rik,A530072M11Rik,100415915,0,RIKEN cDNA gene A530072M11,,4_16164110_16266225,7, 0.84 ,1,-1.19,1.412480716,-0.380650549,1.235131228,-0.308186321,0.7579,0.99974,1,-1.30, 1.7 , -   , -   , 0.6 , -   , 5.4 , 0.7 , 2.4 , -   , -   , 4.6 , 1.5 ,,,,,,,,
Psmd8,Psmd8,57296,"6720456J22Rik, AA407360, AL033291, AL033322, AL033323, C76433","proteasome (prosome, macropain) 26S subunit, non-ATPase, 8",,7_29174187_29180673,7, 1.04 ,1,1.04,2199.910184,0.061317607,0.199113358,0.307953258,0.7581,0.99974,1,1.04," 2,558.3 "," 2,348.3 "," 1,885.7 "," 2,328.1 "," 1,995.4 "," 2,360.5 "," 1,158.2 "," 2,200.8 "," 2,325.0 "," 2,377.8 "," 2,509.5 "," 2,351.3 ",,,,,,,,
Gzmm,Gzmm,16904,"Lmet1, MMET-1",granzyme M (lymphocyte met-ase 1),,10_79689020_79695261,7, 0.93 ,1,-1.08,16.3857006,-0.13015948,0.42266987,-0.307945961,0.7581,0.99974,1,-1.09, 14.8 , 10.1 , 16.1 , 17.9 , 23.3 , 12.6 , 31.6 , 15.8 , 3.1 , 19.7 , 10.7 , 21.1 ,,,,,,,,
Iqgap3,Iqgap3,404710,"AI593484, D030034H08",IQ motif containing GTPase activating protein 3,,3_88082051_88121048,38, 1.78 ,2,1.78,0.458664914,0.615476709,1.99912611,0.307872878,0.7582,0.99974,2,1.53, -   , -   , 2.3 , 1.2 , -   , -   , 1.2 , -   , -   , -   , 0.8 , -   ,,,,,,,,
Nup160,Nup160,59015,"160kDa, 2810011M03Rik, AA414952, AU020188, Gtl-13, Gtl1-13, Gtl13, mKIAA0197",nucleoporin 160,,2_90677215_90739327,37, 1.41 ,1,1.41,3.945302917,0.222618997,0.723271663,0.307794441,0.7582,0.99974,1,1.17, 2.6 , 12.6 , 3.4 , 3.7 , 3.5 , 1.8 , 8.2 , 3.0 , 3.1 , 3.1 , 0.8 , 1.5 ,,,,,,,,
Edem1,Edem1,192193,"A130059K23Rik, EDEM, mKIAA0212","ER degradation enhancer, mannosidase alpha-like 1",,6_108828558_108859356,13, 0.96 ,1,-1.04,596.7889931,-0.052470042,0.170614395,-0.307535846,0.7584,0.99974,1,-1.04, 653.1 , 558.0 , 664.1 , 506.8 , 527.1 , 604.9 , 466.1 , 581.3 , 534.5 , 685.1 , 737.0 , 643.3 ,,,,,,,,
D330041H03Rik,D330041H03Rik,654822,0,RIKEN cDNA D330041H03 gene,,17_24409481_24414513,6, 0.53 ,2,-1.89,0.9878501,-0.536878183,1.745958226,-0.307497725,0.7585,0.99974,1,-1.45, 3.5 , -   , -   , 0.6 , -   , -   , -   , -   , 6.2 , -   , 1.5 , -   ,,,,,,,,
Naip5,Naip5,17951,"Birc1e, Lgn1, Naip-rs3","NLR family, apoptosis inhibitory protein 5",,13_100211739_100250927,16, 0.86 ,1,-1.16,2.837595134,-0.326482983,1.061834844,-0.307470587,0.7585,0.99974,1,-1.25, -   , -   , 3.4 , 1.2 , 9.3 , 1.8 , 11.1 , 4.9 , 1.6 , -   , 0.8 , -   ,,,,,,,,
Zfp831,Zfp831,100043757,0,zinc finger protein 831,,2_174598682_174710832,9, 1.42 ,1,1.42,0.837640553,0.501495799,1.631061921,0.307465825,0.7585,0.99974,1,1.42, 3.5 , -   , -   , 0.6 , -   , 1.8 , 0.3 , -   , -   , -   , 3.8 , -   ,,,,,,,,
E130311K13Rik,E130311K13Rik,329659,0,RIKEN cDNA E130311K13 gene,,3_63914682_63929385,6, 0.60 ,2,-1.67,0.909880325,-0.452610285,1.472161203,-0.307446144,0.7585,0.99974,1,-1.37, 3.5 , -   , -   , 0.6 , -   , -   , 1.9 , -   , 3.1 , 1.0 , 0.8 , -   ,,,,,,,,
Slc25a4,Slc25a4,11739,"AU019225, Ant1","solute carrier family 25 (mitochondrial carrier, adenine nucleotide translocator), member 4",,8_46207339_46211009,4, 1.04 ,1,1.04,277.0301425,0.060464911,0.196779561,0.307272312,0.7586,0.99974,1,1.04, 273.0 , 275.2 , 261.5 , 339.7 , 253.6 , 292.6 , 224.6 , 242.7 , 213.5 , 398.0 , 302.1 , 247.7 ,,,,,,,,
